optimizer_step,rows,mean_score,high_rows,high_pct,low_rows,low_pct,protocol_invalid_rows,protocol_invalid_pct,protocol_invalid_low_pct,semantic_nonadmissible_rows,semantic_nonadmissible_pct_checkable,semantic_nonadmissible_low_pct_checkable,nothing_happens_pct,nothing_happens_low_pct,state_revisit_2_pct,state_revisit_2_low_pct,repeat_prev_pct,repeat_prev_low_pct,strong_aba_pct,strong_aba_low_pct,late40_pct,late40_low_pct,step50_pct,contexts,repeated_contexts,multi_action_contexts,mixed_high_low_contexts,branch_candidate_contexts,same_action_mixed_contexts,parsed_action_pct,env_step_median,env_step_mean
1,5120,2.182148430417874,1126,21.9921875,3994,78.0078125,874,17.0703125,19.579369053580372,89,2.090183184593706,2.5442134657151723,18.0859375,20.756134201301954,5.91796875,6.434651977966951,0.33203125,0.4256384576865298,1.3671875,1.101652478718077,18.75,21.957936905358036,1.6015625,4325,374,129,93,40,68,83.1640625,23.0,23.648828125
20,4480,2.294263392512221,1028,22.946428571428573,3452,77.05357142857143,17,0.3794642857142857,0.3765932792584009,62,1.3885778275475924,1.4530659691950014,1.71875,1.7670915411355737,2.857142857142857,1.825028968713789,0.7142857142857143,0.6952491309385863,1.2723214285714286,0.5214368482039398,17.142857142857142,21.987253765932792,1.5401785714285714,3662,393,135,53,18,44,99.66517857142857,21.0,22.462946428571428
80,4544,2.242473591465018,1019,22.425176056338028,3525,77.57482394366197,2,0.04401408450704225,0.028368794326241134,85,1.8710103455866167,2.3269012485811578,1.8705985915492958,2.326241134751773,3.5871478873239435,3.4893617021276597,1.408450704225352,1.6170212765957446,1.6725352112676057,1.50354609929078,17.869718309859156,22.01418439716312,1.5625,3497,547,152,83,39,68,99.97799295774648,21.0,22.66725352112676
160,3584,1.7549944196424414,629,17.550223214285715,2955,82.44977678571429,1,0.027901785714285716,0.0338409475465313,12,0.3349148758024002,0.3046716316858497,0.3627232142857143,0.338409475465313,1.6183035714285714,1.8612521150592216,1.4508928571428572,1.6243654822335025,0.33482142857142855,0.40609137055837563,18.387276785714285,22.03045685279188,1.6462053571428572,2729,330,128,42,21,31,99.97209821428571,21.0,22.440569196428573
300,1536,7.337109374503295,1127,73.37239583333333,409,26.627604166666668,2,0.13020833333333334,0.0,12,0.7822685788787483,0.0,0.8463541666666666,0.0,0.4557291666666667,0.24449877750611246,0.0,0.0,0.06510416666666667,0.0,6.25,21.5158924205379,0.5208333333333334,880,187,45,0,0,0,99.86979166666667,7.0,12.424479166666666
400,1920,7.578125,1455,75.78125,465,24.21875,0,0.0,0.0,5,0.2604166666666667,0.6451612903225806,0.20833333333333334,0.43010752688172044,1.0416666666666667,3.225806451612903,0.0,0.0,0.052083333333333336,0.21505376344086022,6.354166666666667,21.72043010752688,0.5208333333333334,1182,230,58,40,22,29,100.0,9.0,14.1625
